Customer_Reviews,Cleaned_Reviews,Sentiment_score,Sentiment
"

  Worst laptop I have ever seen.... it only worked for 15 days... then it us not at all opening... while turning it on it freezes at windows logo.... I gave it in service center and no use they also dont know what's the problem.. till now no solution for it

",bad laptop ever see work 15 day us not open turn freezes window logo give service center no use also do not know problem till no solution,-0.652,negative
"

  Over-all the laptop is vry good.. fast enough..The only problem is with the battery.. battery comes down so rapidly from 100% to 10% in just 2.5 hours..Also the Dolby Atmos is not at all up to mark...vry vry low sound qualityBad choice to go for this laptopVry disappointing..

",overall laptop vry good fast enough problem battery battery come rapidly 100 10 25 hour also dolby atmos not mark vry vry low sound qualitybad choice go laptopvry disappointing,-0.6249,negative
"

  Worst laptop I have ever seen.... it only worked for 15 days... then it us not at all opening... while turning it on it freezes at windows logo.... I gave it in service center and no use they also dont know what's the problem.. till now no solution for it

",bad laptop ever see work 15 day us not open turn freezes window logo give service center no use also do not know problem till no solution,-0.652,negative
"


  Your browser does not support HTML5 video.


   The product was delivered earlier than expected and in good condition the touch screen feature is hard to find in laptops are this price but seriously in love with the smooth texture and display quality. Not meant for gaming but otherwise it's very good

",browser not support html5 video product deliver earlier expect good condition touch screen feature hard find laptops price seriously love smooth texture display quality not mean game otherwise good,0.7678,positive
"

  The device is great when it comes to built quality, performance, trackpad, etc. I specially love speakers and mainly the keyboard which has good travel and it's just a joy to type on. I also like the Chrome OS which is better than Windows when you are going for budget laptops as they work faster.But the real problem is the display, it's 720p which is good for the price, but it has colour shifting problem like an TN display. The white balance is out of this world and there is no option to change it on the chromebook. So you need to live with it. There are even times I need to bend and watch as I can't even see anything while siting in the normal position. This isn't just my device fault, this model's display is designed like that. So I am really really warning you to check the reviews on the web before buying, mainly about the display.

",device great come build quality performance trackpad etc specially love speaker mainly keyboard good travel joy type on also like chrome os good window go budget laptop work fasterbut real problem display 720p good price colour shift problem like tn display white balance world no option change chromebook need live it even time need bend watch even see anything sit normal position device fault model display design like that really really warn check review web buy mainly display,0.9519,positive
"

  It has been a week since this laptop was delivered to me and it has been performing well. However, if you are planning to use this laptop as your primary one I'd suggest to go for a windows laptop. Chromebooks are designed only for basic tasks and this is true for this chromebook too. Don't expect great performance while editing or gaming. If you are a person who's daily work involves only light browsing, video conferences and streaming videos, this laptop is just perfect for you.P.s. The touchscreen works nicely too.

",week since laptop deliver perform well however plan use laptop primary one suggest go windows laptop chromebooks design basic task true chromebook too expect great performance edit game person daily work involve light browse video conference stream videos laptop perfect youps touchscreen work nicely,0.9393,positive
"

  Its been 2days since the purchase. It has Super clarity vedios but audio is not upto the mark (unless you are using headset)It hanged a little bit in the 2nd day itself (maybe because i was using it for long hours) otherwise its a best choice for study purpose & light use.

",2days since purchase super clarity vedios audio not upto mark unless use headset hang little bit 2nd day maybe use long hour otherwise best choice study purpose light use,0.8957,positive
"

  Compact, light weight, good battery backup, fast working

",compact light weight good battery backup fast work,0.4404,positive
"

  Nothing is supporting, It is good for nothing,

",nothing support good nothing,-0.5667,negative
"

  Take too much time to turn on.. From day one it is not working. There was no pickup return.

",take much time turn day one not work no pickup return,0.2235,positive
"

  Not at all.. good for students but not useful for trading

",not good student not useful trading,-0.5875,negative
"

  You can't even use excel properly.. You can only buy it for using in childrens thing or chrome works.

",even use excel properly buy use childrens thing chrome work,0.4588,positive
"

  Good laptop, screen, touch screen etc

",good laptop screen touch screen etc,0.4404,positive
"


  Your browser does not support HTML5 video.


   The product was delivered earlier than expected and in good condition the touch screen feature is hard to find in laptops are this price but seriously in love with the smooth texture and display quality. Not meant for gaming but otherwise it's very good

",browser not support html5 video product deliver earlier expect good condition touch screen feature hard find laptops price seriously love smooth texture display quality not mean game otherwise good,0.7678,positive
"

  The device is great when it comes to built quality, performance, trackpad, etc. I specially love speakers and mainly the keyboard which has good travel and it's just a joy to type on. I also like the Chrome OS which is better than Windows when you are going for budget laptops as they work faster.But the real problem is the display, it's 720p which is good for the price, but it has colour shifting problem like an TN display. The white balance is out of this world and there is no option to change it on the chromebook. So you need to live with it. There are even times I need to bend and watch as I can't even see anything while siting in the normal position. This isn't just my device fault, this model's display is designed like that. So I am really really warning you to check the reviews on the web before buying, mainly about the display.

",device great come build quality performance trackpad etc specially love speaker mainly keyboard good travel joy type on also like chrome os good window go budget laptop work fasterbut real problem display 720p good price colour shift problem like tn display white balance world no option change chromebook need live it even time need bend watch even see anything sit normal position device fault model display design like that really really warn check review web buy mainly display,0.9519,positive
"

  It has been a week since this laptop was delivered to me and it has been performing well. However, if you are planning to use this laptop as your primary one I'd suggest to go for a windows laptop. Chromebooks are designed only for basic tasks and this is true for this chromebook too. Don't expect great performance while editing or gaming. If you are a person who's daily work involves only light browsing, video conferences and streaming videos, this laptop is just perfect for you.P.s. The touchscreen works nicely too.

",week since laptop deliver perform well however plan use laptop primary one suggest go windows laptop chromebooks design basic task true chromebook too expect great performance edit game person daily work involve light browse video conference stream videos laptop perfect youps touchscreen work nicely,0.9393,positive
"

  Its been 2days since the purchase. It has Super clarity vedios but audio is not upto the mark (unless you are using headset)It hanged a little bit in the 2nd day itself (maybe because i was using it for long hours) otherwise its a best choice for study purpose & light use.

",2days since purchase super clarity vedios audio not upto mark unless use headset hang little bit 2nd day maybe use long hour otherwise best choice study purpose light use,0.8957,positive
"

  Compact, light weight, good battery backup, fast working

",compact light weight good battery backup fast work,0.4404,positive
"

  Nothing is supporting, It is good for nothing,

",nothing support good nothing,-0.5667,negative
"

  Take too much time to turn on.. From day one it is not working. There was no pickup return.

",take much time turn day one not work no pickup return,0.2235,positive
"

  Not at all.. good for students but not useful for trading

",not good student not useful trading,-0.5875,negative
"

  You can't even use excel properly.. You can only buy it for using in childrens thing or chrome works.

",even use excel properly buy use childrens thing chrome work,0.4588,positive
"

  Good laptop, screen, touch screen etc

",good laptop screen touch screen etc,0.4404,positive
"

  Amazing product for the price.

",amazing product price,0.5859,positive
"

  Good

",good,0.4404,positive
"

  Genuinely a good chromebook I’d say.

",genuinely good chromebook say,0.4404,positive
"

  Good

",good,0.4404,positive
"

  Please understand that the product has very limited features like gmail, and you tube. If you are want to conduct zoom meetings or want to organise zoom meetings than this Chromebook is not for you.Word and excel features can also be used only in Gmail with limited saving options.If you want to access the systemthrough Team viewer or Any desk than this Chromebook is not for you.Oerall its not worth for money and overhyped product alluring the customers through low cost. the product does not support many apps unlike a normal laptop or computer. Please think twice before spending n this product.The features provided in it are already available in any good mobile phone along with calling facility, so if you want to purchase than go for a good windows laptop or desktop.

",please understand product limited feature like gmail tube want conduct zoom meeting want organise zoom meeting chromebook not youword excel feature also use gmail limit save optionsif want access systemthrough team viewer desk chromebook not youoerall not worth money overhyped product allure customer low cost product not support many apps unlike normal laptop computer please think twice spend n productthe feature provide already available good mobile phone along call facility want purchase go good window laptop desktop,0.8766,positive
"

  Total waste of money better to purchase tab or mobile don't waste money on this laptop😆 better to go windows laptop

",total waste money well purchase tab mobile waste money laptop good go window laptop,-0.1604,negative
"

  People can get a significantly better Windows Laptop and convert it into a Chromebook using emulation - the easy way or replace Windows if you are a nerd.

",people get significantly well window laptop convert chromebook use emulation easy way replace window nerd,0.4215,positive
"

  ######This reviews is for a Renewed Chromebook laptop of similar configuration, which I purchased on Amazon, thought to share my experience here on the brand new product as well.#####___________________________________________________________________________Great product serves the purpose very well.Pros-LightweightIts almost new product (seems just returned)Battery life is great ~10 hrs ( continuous usages)Very simple to useAll the accessories are genuineAll the Android apps works smoothlyDid not feel I need to have windows for any of my day to day work.Good sound qualityLove the build qualityUSB type c port(allows charging of mobile devices)Touchscreen is icing on cake but not much useful in your daily usage except if you play games etcCons-Wish it had 1 more USB port(not a deal breaker you can buy USB hub separately)Verdict-Best for those who have light usages of laptop with just surfing, gaming, calls documentation works.There is no lag in term of operations, works smoothly even if you keep more than 50+ tabs open.If you are mostly around internet connection this is a perfect device.However you can do all the offline work as well on G-Suite.(the way a normal laptop gets used without internet)Highly satisfied.❤️

",this review renew chromebook laptop similar configuration purchase amazon thought share experience brand new product wellgreat product serve purpose wellproslightweightits almost new product seem return battery life great 10 hr continuous usage simple useall accessory genuineall android apps work smoothlydid not feel need window day day workgood sound qualitylove build qualityusb type c port allow charge mobile device touchscreen ice cake not much useful daily usage except play game etcconswish 1 usb port not deal breaker buy usb hub separately verdictbest light usage laptop surf game call documentation worksthere no lag term operation work smoothly even keep 50 tab openif mostly around internet connection perfect devicehowever offline work well gsuite way normal laptop get use without internet highly satisfied,0.9132,positive
"

  Good value for money..SSD makes it faster..initially I faced wifi disconnection problems so I had to reset windows to install windows fresh and get latest wifi drivers...then it worked fine..apart from that I don't see any problems in it..most of my programming code editors such as visual studio,intellij gets loaded quickly..did not experience slowness..it's lightweight, It would have been great deal if it would have type c port and backlit keyboard in this budget..but satisfied with the product from lenovo..

",good value money ssd make faster initially face wifi disconnection problem reset window install window fresh get late wifi driver work fine apart see problem program code editor visual studio intellij get load quickly not experience slowness lightweight would great deal would type c port backlit keyboard budget satisfied product lenovo,0.872,positive
"

  Screen is delicate, it is shaking for fan air. Battery backup is not as specified. Hardly running more than 2:20 hours. Cheap plastic base cover. Reviewing it after a week usage. Could not return it now  due to only replacement policy. Please check return policy before ordering. China made low quality could not rely for longer usage. Pros is  quick boot up due to ssd. Appearance is good. Not for heavy usage.

",screen delicate shaking fan air battery backup not specify hardly run 2 20 hour cheap plastic base cover review week usage could not return due replacement policy please check return policy order china make low quality could not rely longer usage pro quick boot due ssd appearance good not heavy usage,0.5994,positive
"

  ........sound isn't working......WiFi isn't working....and mouse is also not working and I have returned my product and got refunded..so thanks for that .... Amazon.Nice service

",sound work wifi work mouse also not work return product get refunded thanks amazonnice service,0.4404,positive
"

  I ordered it on 19th May and received the package from Amazon on 24th may. I received the product well packed. Once i opened and checked the laptop and started going through everything then i noticed that the webcam and the microphone is not working. I tried everything from updating every thing to try install drivers manually and going through lenovo's forums. I have applied for replacement on Amazon and i will update the status after a while.

",order 19th may receive package amazon 24th may receive product well pack open checked laptop start go everything notice webcam microphone not work try everything update every thing try install driver manually go lenovo forum apply replacement amazon update status,0.5423,positive
"

  Cool lightweight laptop . You'll love the design. 256GB SSD is giving the performance an additional push. You'll not get hanged or bored between tabs or files on multitasking. Not the best in class. But good and value for money.

",cool lightweight laptop love design 256gb ssd give performance additional push not get hang bored tab file multitasking not best class good value money,0.6046,positive
"

  Excellent value for money product. I didn’t want to spend too much for a laptop, I needed it for some training’s which I couldn’t do on my office laptop due to restrictions etc. I have used the laptop to do some courses and for entertainment such as Netflix, amazon prime etc and am quite happy. Recently though, there was an update after which it seems that the laptops volume has gone down(which was much better to start with)! I hope this is temporary and future patches will fix it but let us hope. When I connect it to a Bluetooth speaker, it works perfect.

",excellent value money product want spend much laptop need training office laptop due restriction etc use laptop course entertainment netflix amazon prime etc quite happy recently though update seem laptops volume go down much well start hope temporary future patch fix let us hope connect bluetooth speaker work perfect,0.9732,positive
"

  The laptop build quality is extremely poor. All plastic and appears very fragile. Also, the wifi kept dropping every few seconds. Maybe its to do with drive not being updated.Even the keyboard is very unlike lenovo.Overall extremely disappointing.

",laptop build quality extremely poor plastic appear fragile also wifi keep drop every second maybe drive not updatedeven keyboard unlike lenovooverall extremely disappointing,-0.8396,negative
"

  Its barely been little over 1 month since purchase and the laptop keyboard has started giving issues. Not sure if its hardware or a software issue. The key switches are responding with random other values. Tried reaching out to lenovo's customer care but the efforts went invain. Pls consider this review as a formal request for Customer support from either Lenovo or the Amazon Team.

",barely little 1 month since purchase laptop keyboard start give issue not sure hardware software issue key switch respond random value try reach lenovo customer care effort go invain pls consider review formal request customer support either lenovo amazon team,0.8145,positive
"

  This laptop is working good. Only problem is body cover is little flimsy. Is it possible to add ram & HDD?

",laptop work good problem body cover little flimsy possible add ram hdd,0.0516,positive
"

  we bought 3rd time same laptop for office work, and this is most value laptop on intel i3 platform.i seen many negative feedback about performance issue but yes. it is only 4gb soldered ram (non removable) so better to go with additional 8gb ram (4+8 gb ram) and can be replaced with blue ssd to obtain best possible performance. there is no laptop available on intel i3 latest gen platform at this price. 15"" and numerical pad is + point for perfect home use. and battery is decent as well and YES. it has wall charger which is convenient.

",buy 3rd time laptop office work value laptop intel i3 platformi see many negative feedback performance issue yes 4gb solder ram non removable well go additional 8gb ram 48 gb ram replace blue ssd obtain best possible performance no laptop available intel i3 late gen platform price 15 numerical pad point perfect home use battery decent well yes wall charger convenient,0.9186,positive
"

  Good value for money..SSD makes it faster..initially I faced wifi disconnection problems so I had to reset windows to install windows fresh and get latest wifi drivers...then it worked fine..apart from that I don't see any problems in it..most of my programming code editors such as visual studio,intellij gets loaded quickly..did not experience slowness..it's lightweight, It would have been great deal if it would have type c port and backlit keyboard in this budget..but satisfied with the product from lenovo..

",good value money ssd make faster initially face wifi disconnection problem reset window install window fresh get late wifi driver work fine apart see problem program code editor visual studio intellij get load quickly not experience slowness lightweight would great deal would type c port backlit keyboard budget satisfied product lenovo,0.872,positive
"

  Screen is delicate, it is shaking for fan air. Battery backup is not as specified. Hardly running more than 2:20 hours. Cheap plastic base cover. Reviewing it after a week usage. Could not return it now  due to only replacement policy. Please check return policy before ordering. China made low quality could not rely for longer usage. Pros is  quick boot up due to ssd. Appearance is good. Not for heavy usage.

",screen delicate shaking fan air battery backup not specify hardly run 2 20 hour cheap plastic base cover review week usage could not return due replacement policy please check return policy order china make low quality could not rely longer usage pro quick boot due ssd appearance good not heavy usage,0.5994,positive
"

  ........sound isn't working......WiFi isn't working....and mouse is also not working and I have returned my product and got refunded..so thanks for that .... Amazon.Nice service

",sound work wifi work mouse also not work return product get refunded thanks amazonnice service,0.4404,positive
"

  I ordered it on 19th May and received the package from Amazon on 24th may. I received the product well packed. Once i opened and checked the laptop and started going through everything then i noticed that the webcam and the microphone is not working. I tried everything from updating every thing to try install drivers manually and going through lenovo's forums. I have applied for replacement on Amazon and i will update the status after a while.

",order 19th may receive package amazon 24th may receive product well pack open checked laptop start go everything notice webcam microphone not work try everything update every thing try install driver manually go lenovo forum apply replacement amazon update status,0.5423,positive
"

  Cool lightweight laptop . You'll love the design. 256GB SSD is giving the performance an additional push. You'll not get hanged or bored between tabs or files on multitasking. Not the best in class. But good and value for money.

",cool lightweight laptop love design 256gb ssd give performance additional push not get hang bored tab file multitasking not best class good value money,0.6046,positive
"

  Excellent value for money product. I didn’t want to spend too much for a laptop, I needed it for some training’s which I couldn’t do on my office laptop due to restrictions etc. I have used the laptop to do some courses and for entertainment such as Netflix, amazon prime etc and am quite happy. Recently though, there was an update after which it seems that the laptops volume has gone down(which was much better to start with)! I hope this is temporary and future patches will fix it but let us hope. When I connect it to a Bluetooth speaker, it works perfect.

",excellent value money product want spend much laptop need training office laptop due restriction etc use laptop course entertainment netflix amazon prime etc quite happy recently though update seem laptops volume go down much well start hope temporary future patch fix let us hope connect bluetooth speaker work perfect,0.9732,positive
"

  The laptop build quality is extremely poor. All plastic and appears very fragile. Also, the wifi kept dropping every few seconds. Maybe its to do with drive not being updated.Even the keyboard is very unlike lenovo.Overall extremely disappointing.

",laptop build quality extremely poor plastic appear fragile also wifi keep drop every second maybe drive not updatedeven keyboard unlike lenovooverall extremely disappointing,-0.8396,negative
"

  Its barely been little over 1 month since purchase and the laptop keyboard has started giving issues. Not sure if its hardware or a software issue. The key switches are responding with random other values. Tried reaching out to lenovo's customer care but the efforts went invain. Pls consider this review as a formal request for Customer support from either Lenovo or the Amazon Team.

",barely little 1 month since purchase laptop keyboard start give issue not sure hardware software issue key switch respond random value try reach lenovo customer care effort go invain pls consider review formal request customer support either lenovo amazon team,0.8145,positive
"

  This laptop is working good. Only problem is body cover is little flimsy. Is it possible to add ram & HDD?

",laptop work good problem body cover little flimsy possible add ram hdd,0.0516,positive
"

  we bought 3rd time same laptop for office work, and this is most value laptop on intel i3 platform.i seen many negative feedback about performance issue but yes. it is only 4gb soldered ram (non removable) so better to go with additional 8gb ram (4+8 gb ram) and can be replaced with blue ssd to obtain best possible performance. there is no laptop available on intel i3 latest gen platform at this price. 15"" and numerical pad is + point for perfect home use. and battery is decent as well and YES. it has wall charger which is convenient.

",buy 3rd time laptop office work value laptop intel i3 platformi see many negative feedback performance issue yes 4gb solder ram non removable well go additional 8gb ram 48 gb ram replace blue ssd obtain best possible performance no laptop available intel i3 late gen platform price 15 numerical pad point perfect home use battery decent well yes wall charger convenient,0.9186,positive
"

  This laptop is great for some basic tasks such as editing documents, making presentations, or basic web browsing. With the current ram capacity, it can't be used for high demanding tasks. It's pretty good at handling school tasks, basic office work though there are many places that Lenovo has cut corners in and that could have used improvement. It comes with an average battery life that you could expect given the size of the battery and the price point. Some flaws I noticed are the screen quality such as brightness, the really mediocre speakers, and the absolutely useless webcam. Basically, if you plan to have lot of video calls/online meetings I would avoid this laptop.Being a CS engineering student this laptop clearly won't be able to run programs such as Android Studio, Android emulator, etc. without any lag but this can be improved with the ram upgrade. However, this was bought for a cousin to assist in schoolwork as everything is moving online.Pros:*Good build quality. ( Plastic but good quality)*Port selection*Keyboard ( a joy to type in)*Inclusion of an SSD*MS Office inclusion*Lenovo Vantage SoftwareCons:*Screen ( Could have been brighter and of better quality)*Abysmal webcam*Speakers not up to par.*Battery life ( Not to bad though )I would recommend this laptop to people who have basic needs such as administration work, email checking, and schoolwork. Its priced pretty well for the specs it offers ( I was able to grab it at 35.5k + a bank offer), compared to its competitors. Maybe try upgrading the ram when u get it.Personally would wait for laptops with the new Ryzen 4000 series to get released if you are not in a rush or would wait for the price to drop again as its 38k at the time of writing.

",laptop great basic task edit document make presentation basic web browse current ram capacity use high demand task pretty good handle school task basic office work though many place lenovo cut corner could use improvement come average battery life could expect give size battery price point flaw notice screen quality brightness really mediocre speaker absolutely useless webcam basically plan lot video callsonline meeting would avoid laptopbeing cs engineering student laptop clearly able run program android studio android emulator etc without lag improve ram upgrade however buy cousin assist schoolwork everything move onlinepros good build quality plastic good quality port selectionkeyboard joy type inclusion ssdms office inclusionlenovo vantage softwarecons screen could brighter good quality abysmal webcamspeakers not parbattery life not bad though would recommend laptop people basic needs administration work email check schoolwork price pretty well specs offer able grab 355k bank offer compare competitor maybe try upgrade ram you get itpersonally would wait laptops new ryzen 4000 series get release not rush would wait price drop 38k time write,0.986,positive
"

  I ordered this product on 27/03/21, got it delivered on 28/03/21. However there are two things I would like to report. First its mentioned that MS Office Home & Student Edition is included in price, but I am unable to either find, install or activate same. Secondly the product warranty on Lenovo Vanatge shows from 25/02/21 to 24/02/22 where as it should be up to 27/03/2021 ie 365 days from today.

",ordered product 270321 get deliver 280321 however two thing would like report first mention ms office home student edition include price unable either find install activate same secondly product warranty lenovo vanatge show 250221 240222 27032021 ie 365 day today,0.3612,positive
"

  Today is 1st day when I stated using this Laptop.First impression is not so good.The sound quality is poor & no camera sutter is available also camera quality is too bad....Picture quality is also poor.Not worth on this price range of 35,990/-.Better to buy a tablet instead of this toy box.

",today 1st day state use laptopfirst impression not goodthe sound quality poor no camera sutter available also camera quality bad picture quality also poornot worth price range 35990better buy tablet instead toy box,-0.7184,negative
"

  Bought it for my daughter's online classes. Shocked to see the speaker quality. There is no audible sound. She has to dig her ears into it and need pin drop silence to understand her lectures.  Willing to replace it with another device which can fulfill my requirement. Request to Amazon to help please.

",buy daughter online class shock see speaker quality no audible sound dig ear need pin drop silence understand lecture willing replace another device fulfill requirement request amazon help please,0.4019,positive
"

  The product is okay, the charger wire is not long enough , the laptop appears to be very delicatehowever the rest attributes are good and its speed is good. There should have a bag provided

",product okay charger wire not long enough laptop appear delicatehowever rest attribute good speed good bag provide,0.7717,positive
"

  I recently purchased this Lenovo laptop and it got delivered on July 3, 2020.As per the product description in Amazon, warranty is there for 1 year. But when I checked in the laptop, it is showing that the warranty is remaining for only 231 days (Feb 2020 - Feb 2021).

",recently purchase lenovo laptop get deliver july 3 2020as per product description amazon warranty 1 year check laptop show warranty remain 231 day feb 2020 feb 2021,0.1779,positive
"

  I love the laptop, but 1 star for its packaging.Packaging is very very bad, luckyly I got laptop without any damages..

",love laptop 1 star packagingpackaging bad luckyly get laptop without damage,0.5152,positive
"

  Got the product on 26th of May. After that, I found the microphone issue and then webcam. Now I was reading others review and found that I'm not the one that facing these issues. I have tried to replace the item but there is no replacement option except return. Very very disappointed.

",get product 26th may find microphone issue webcam read others review find not one face issue try replace item no replacement option except return disappoint,-0.5994,negative
"

  The biggest let down is the laptop comes only with one month trial of Mcafee antivirus. And there is no mention in the product description. Its very unfair. I have purchased an ideapad 340 before where they gave one yr subscription for Mcafee. Such details should be shared while selling the laptop. Disappointed.

",big let laptop come one month trial mcafee antivirus no mention product description unfair purchase ideapad 340 give one yr subscription mcafee detail share sell laptop disappoint,-0.7003,negative
"

  Overall it is a good Laptop for online classes and normal surfing. The camera quality and audio is below average. I would have been better if HDD was also included in the laptop along with SSD. There is no Ethernet Jack (LAN port). It is all plastic body and build quality is average. The good thing is that it comes with Windows 10 + MSOffice (Home and Student Edition).

",overall good laptop online class normal surf camera quality audio average would better hdd also include laptop along ssd no ethernet jack lan port plastic body build quality average good thing come windows 10 msoffice home student edition,0.7579,positive
"

  We received the product where microphone is not working and not able to conduct any video calls due to this, we filed a complaint and yet to hear back on the return and refund. We also haven’t received the ms office key, the screen hinges are loose. Moreover the camera quality is pathetic.

",receive product microphone not work not able conduct video call due file complaint yet hear back return refund also receive ms office key screen hinge loose moreover camera quality pathetic,-0.802,negative
"

  Laptop is good but few things to note is the battery life which is decent and the flap is little delicate.

",laptop good thing note battery life decent flap little delicate,0.4228,positive
"

  This product is very expensive, my opinion this product price is under 25,000-30,000 only, Also SSD storage of RAM is less 256GB. In this price laptop contain 512GB SSD which better for storage.

",product expensive opinion product price 2500030000 also ssd storage ram less 256gb price laptop contain 512gb ssd good storage,0.4404,positive
"

  Overall very good. Only one problem I am facing, it is regarding battery life. Only 2hrs 30mins is practically battery life.

",overall good one problem face regard battery life 2hrs 30mins practically battery life,0.0516,positive
"

  Had a scratch when opened so wondered if anyone tampered it. Rest looks like a good deal compared to others.

",scratch open wonder anyone tamper it rest look like good deal compare others,0.6597,positive
"

  It says 1 year, but it's showing on receiving 8 months in the lenovo site. Now lenovo has restored the warranty to 1 year after contacting them. This laptop's screen is cheap and sometimes show as blurred. I've never seen this with HP laptops

",say 1 year show receive 8 month lenovo site lenovo restore warranty 1 year contact them laptop screen cheap sometimes show blurred never see hp laptop,0.296,positive
"

  I don't think anyone can get better then this at this range.value for money yeah it would be good if it had a metal body but still it's awesome,note not for game purposes.It is mainly build for students and professionals it is best at this range.

",think anyone get good rangevalue money yeah would good metal body still awesome note not game purposesit mainly build student professional best range,0.946,positive
"

  Its good if u r looking laptop for professional work, its not to run heavy softwares or games, its a basic laptop but best in this budget, it has only one ssd of 256gb but thats good as it comes with an extra hdd slot so u can install one easily, i did it. Its good one, u can go for it.

",good you r look laptop professional work not run heavy software game basic laptop best budget one ssd 256gb that be good come extra hdd slot you install one easily it good one you go,0.936,positive
"

  Initial setup and using for online classes were seamless, thanks AmazonHad a thought in mind that this is Chinese, except this it's all good

",initial setup use online class seamless thanks amazonhad think mind chinese except good,0.7003,positive
"

  For office purpose, excel work normal usage it's very good ..very good in budget segment laptop's...all application, software's will work on thisCons- McAfee is a trial based so you need to buy full version ..battery Is little lag ..

",office purpose excel work normal usage good good budget segment laptop application software work thiscons mcafee trial base need buy full version battery little lag,0.7713,positive
"

  Good value for money, sleek and delivery on time

",good value money sleek delivery time,0.6486,positive
"

  It's a good laptop best suited for first time laptop buyer's. You can play light games such as asphalt 9 but the only con was the battery life - it was only 2.5 hours with Bluetooth on. Turning it off might improve the battery life.

",good laptop best suit first time laptop buyer s play light game asphalt 9 con battery life 25 hour bluetooth on turn might improve battery life,0.9081,positive
"

  The volume has suddenly gone low...can somebody attend to it? Any contact nos to call service ?

",volume suddenly go low somebody attend contact nos call service,-0.2732,negative
"


  Your browser does not support HTML5 video.


   Already registered for warrenty2 months agoI got only 10 months warrentyBrightmess is uslessNot increasing or decreasing i want exchange or refund plzzz

",browser not support html5 video already register warrenty2 month agoi get 10 month warrentybrightmess uslessnot increase decrease want exchange refund plzzz,0.088,positive
"

  i3 10th gen is good but tend to heat up sometimes. SSD is fast and smooth. 1080p display is good but not great in terms of viewing angle. Lastly, Battery life isn't great, pretty average even in terms of competition.

",i3 10th gen good tend heat sometimes ssd fast smooth 1080p display good not great term view angle lastly battery life great pretty average even term competition,0.8691,positive
"

  Really amazing working on this laptop, as mentioned it is capable to handle my various software in one go ,and still good in speed thats what i wanted

",really amazing work laptop mention capable handle various software one go still good speed that be want,0.8718,positive
"

  Good Lenovo Laptop . I Saw Silver Colour In Amazon Image But It's Slightly Grey Also .Other Things About The Laptop All  Good.

",good lenovo laptop saw silver colour amazon image slightly grey also other thing laptop good,0.7512,positive
"

  i really like this product very much,after using for 1 month i realised that evrything is working very vell.one drawback , no backlit keyboard. whereas the keys are perfect.ideal laptop for a student. must buy

",really like product much use 1 month realise evrything work vellone drawback no backlit keyboard whereas key perfectideal laptop student must buy,0.1513,positive
"

  It's first impressions are absolutely greatI am satisfied with the product.Just one problemIt's battery life else everything is alright

",first impression absolutely greati satisfied productjust one problemit battery life else everything alright,0.7165,positive
"

  Worst product.

",bad product,-0.5423,negative
"

  It's all 2 days received the laptop still installation person not visited after scheduled for installation. Please help

",2 day receive laptop still installation person not visit schedule installation please help,0.6124,positive
"

  It's an awesome laptop by lenovo. Should definitely go for it blindly. Thanks to Amazon and Lenovo!!!

",awesome laptop lenovo definitely go blindly thanks amazon lenovo,0.886,positive
"

  Light in weightPlastic Body8 GB RAMNo Heating at allSSDFast on & offProcess is very Fasti3 10 th gen

",light weightplastic body8 gb ramno heat allssdfast offprocess fasti3 10 th gen,0.0,neutral
"

  Good Laptop for dialy Basic Use. Great Value for Money. Battery comes upto 4-5 hrs depending on use. Idle condition battery life is 5-6 hrs.

",good laptop dialy basic use great value money battery come upto 45 hr depend use idle condition battery life 56 hr,0.8555,positive
"

  Battery backup is just 1.5 to 2 hrs which is too less. Otherwise everything else is good.

",battery backup 15 2 hr less otherwise everything else good,0.4404,positive
"

  Very Good

",good,0.4404,positive
"

  Battery drains out very fast and the camera quality is very bad.

",battery drain fast camera quality bad,-0.5423,negative
"

  online education and home for work

",online education home work,0.0,neutral
"

  Good for Zoom meetings

",good zoom meeting,0.4404,positive
"

  Very fast, stylish, light weight, smooth keyboard and touchpad. Good package.

",fast stylish light weight smooth keyboard touchpad good package,0.4404,positive
"

  Good design, students looking for laptop can look into it.

",good design student look laptop look,0.4404,positive
"

  I have received a laptop in good condition. I have to use further for other comments.

",receive laptop good condition use comment,0.4404,positive
"

  Camera quality is very bad , battery life is super very cute and lite weight

",camera quality bad battery life super cute lite weight,0.5267,positive
"

  Good quality

",good quality,0.4404,positive
"

  Finishing is very good battery life moderate Good one is very fastly because of SSD

",finish good battery life moderate good one fastly ssd,0.7003,positive
"

  Nice basic laptop, especially if you want to use MS Office predominantly.

",nice basic laptop especially want use m office predominantly,0.5256,positive
"

  Not satisfy very bad quality usb not work properly I suggest no one purchase this

",not satisfy bad quality usb not work properly suggest no one purchase,-0.2095,negative
"

  Battery is very bad

",battery bad,-0.5423,negative
"

  Sound is pretty low..why?How can i register the warranty?Or is the warranry coverage automatic

",sound pretty low whyhow register warrantyor warranry coverage automatic,0.2732,positive
"

  You needs to buy extra  usb camera and blue tooth sound,

",need buy extra usb camera blue tooth sound,0.0,neutral
"

  It just has been 4 Months and I having issue with laptop display. Black fluctuations on sceeen

",4 month issue laptop display black fluctuation sceeen,0.0,neutral
"

  Very fast n light weightLittle low on battery backupOverall good value for money

",fast n light weightlittle low battery backupoverall good value money,0.4939,positive
"

  Best PriceScreen Size is So Big

",best pricescreen size big,0.6369,positive
"

  Na

",na,0.0,neutral
